year,id_,educ,satjob,satfin,satsoc,satlife
2018,359,14,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,360,12,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,361,12,.i:  Inapplicable,Pretty well satisfied,Good,Completely satisfied
2018,362,13,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,363,14,A little dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,364,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,365,17,Moderately satisfied,More or less satisfied,Good,Neither satisfied nor dissatisfied
2018,366,6,Moderately satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,367,16,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,368,16,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,369,18,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,370,16,Very satisfied,Pretty well satisfied,.n:  No answer,.i:  Inapplicable
2018,371,16,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,372,16,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,373,16,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,374,15,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,375,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,376,14,.i:  Inapplicable,Pretty well satisfied,Very good,Somewhat satisfied
2018,377,14,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,378,14,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,379,16,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,380,16,.n:  No answer,More or less satisfied,Very good,.i:  Inapplicable
2018,381,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,382,12,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,383,19,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,384,15,Very satisfied,More or less satisfied,Very good,Somewhat dissatisfied
2018,385,16,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,386,16,Very satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,387,16,A little dissatisfied,More or less satisfied,Fair,Neither satisfied nor dissatisfied
2018,388,20,A little dissatisfied,More or less satisfied,Good,.i:  Inapplicable
2018,389,14,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,390,14,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,391,13,Moderately satisfied,Not satisfied at all,Poor,Neither satisfied nor dissatisfied
2018,392,18,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,393,9,A little dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,394,17,Very satisfied,Pretty well satisfied,Fair,Neither satisfied nor dissatisfied
2018,395,No formal schooling,Moderately satisfied,Pretty well satisfied,Poor,.i:  Inapplicable
2018,396,16,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,397,12,.i:  Inapplicable,Not satisfied at all,Good,Somewhat dissatisfied
2018,398,19,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,399,12,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,400,16,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,401,16,A little dissatisfied,More or less satisfied,Good,.i:  Inapplicable
2018,402,12,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,403,12,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,404,3,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,405,12,Moderately satisfied,More or less satisfied,Poor,.i:  Inapplicable
2018,406,15,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,407,11,Very satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,408,14,Moderately satisfied,Not satisfied at all,Excellent,Completely satisfied
2018,409,13,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,410,13,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,411,15,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,412,10,Very dissatisfied,Pretty well satisfied,Fair,.i:  Inapplicable
2018,413,14,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,414,15,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,415,8,.i:  Inapplicable,Not satisfied at all,.d:  Do not Know/Cannot Choose,Mostly satisfied
2018,416,16,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,417,13,Moderately satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,418,12,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,419,14,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,420,16,A little dissatisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,421,13,.i:  Inapplicable,Not satisfied at all,Fair,.i:  Inapplicable
2018,422,14,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,423,12,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,424,13,Moderately satisfied,Not satisfied at all,Good,Neither satisfied nor dissatisfied
2018,425,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,426,20,Very satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,427,18,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,428,20,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,429,16,Moderately satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,430,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,431,16,Very satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,432,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,433,18,.i:  Inapplicable,Pretty well satisfied,Very good,Completely satisfied
2018,434,16,Moderately satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,435,5,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,436,16,.n:  No answer,More or less satisfied,Excellent,.i:  Inapplicable
2018,437,12,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,438,16,Very satisfied,More or less satisfied,Very good,Completely satisfied
2018,439,18,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,440,14,Very satisfied,Not satisfied at all,Very good,Neither satisfied nor dissatisfied
2018,441,18,Moderately satisfied,Not satisfied at all,Good,Neither satisfied nor dissatisfied
2018,442,16,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,443,17,.i:  Inapplicable,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,444,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,445,12,Moderately satisfied,Not satisfied at all,Excellent,Neither satisfied nor dissatisfied
2018,446,12,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,447,16,A little dissatisfied,More or less satisfied,Good,Somewhat satisfied
2018,448,16,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,449,12,.i:  Inapplicable,Not satisfied at all,Fair,Somewhat satisfied
2018,450,No formal schooling,.n:  No answer,Not satisfied at all,Excellent,.i:  Inapplicable
2018,451,12,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,452,17,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,453,12,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,454,16,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,455,18,Very satisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,456,13,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,457,19,.i:  Inapplicable,More or less satisfied,Fair,Somewhat satisfied
2018,458,16,.i:  Inapplicable,Not satisfied at all,Very good,Somewhat satisfied
2018,459,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,460,14,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,461,16,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,462,17,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,463,15,Very satisfied,More or less satisfied,Excellent,Somewhat satisfied
2018,464,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,465,16,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,466,14,Moderately satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,467,14,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,468,15,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,469,16,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,470,14,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,471,18,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,472,19,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,473,16,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,474,18,Very satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,475,9,.i:  Inapplicable,More or less satisfied,Fair,Neither satisfied nor dissatisfied
2018,476,15,.i:  Inapplicable,Pretty well satisfied,Excellent,Mostly satisfied
2018,477,18,Very satisfied,More or less satisfied,Fair,Mostly satisfied
2018,478,20,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,479,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,480,13,Moderately satisfied,More or less satisfied,Good,Neither satisfied nor dissatisfied
2018,481,18,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,482,15,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,483,12,A little dissatisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,484,12,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,485,16,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,486,11,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,487,16,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,488,12,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,489,12,Very satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,490,14,.n:  No answer,More or less satisfied,Very good,Completely satisfied
2018,491,16,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,492,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,493,20,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,494,20,.i:  Inapplicable,Pretty well satisfied,Excellent,Completely satisfied
2018,495,17,Very satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,496,11,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,497,13,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,498,6,.i:  Inapplicable,Not satisfied at all,Poor,Completely dissatisfied
2018,499,10,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,500,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,501,12,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,502,16,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,503,16,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,504,11,Moderately satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,505,16,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,506,14,.i:  Inapplicable,More or less satisfied,Fair,Mostly satisfied
2018,507,17,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,508,16,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,509,17,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,510,16,A little dissatisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,511,18,Very satisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,512,16,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,513,16,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,514,17,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,515,16,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,516,14,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,517,16,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,518,18,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,519,16,Very satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,520,12,.i:  Inapplicable,Pretty well satisfied,Good,Mostly satisfied
2018,521,18,.i:  Inapplicable,Pretty well satisfied,Excellent,Completely satisfied
2018,522,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,523,12,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,524,14,A little dissatisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,525,13,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,526,12,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,527,12,Very satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,528,13,Moderately satisfied,Pretty well satisfied,Fair,Somewhat satisfied
2018,529,12,A little dissatisfied,More or less satisfied,Good,.i:  Inapplicable
2018,530,12,Moderately satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,531,12,Moderately satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,532,13,.n:  No answer,Not satisfied at all,Good,.i:  Inapplicable
2018,533,12,Moderately satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,534,18,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,535,14,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,536,14,Very satisfied,Not satisfied at all,Excellent,Completely satisfied
2018,537,2,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,538,18,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,539,13,Moderately satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,540,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,541,17,Very satisfied,Not satisfied at all,Poor,Mostly dissatisfied
2018,542,16,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,543,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,544,13,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,545,17,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,546,12,Moderately satisfied,Not satisfied at all,Good,Completely satisfied
2018,547,12,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,548,11,.i:  Inapplicable,More or less satisfied,Fair,.i:  Inapplicable
2018,549,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,550,20,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,551,16,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,552,13,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,553,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,554,12,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,555,17,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,556,14,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,557,16,.i:  Inapplicable,Pretty well satisfied,Excellent,Completely satisfied
2018,558,16,.i:  Inapplicable,More or less satisfied,Good,Somewhat satisfied
2018,559,17,Very satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,560,16,Moderately satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,561,17,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,562,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,563,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
